Epoch,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Used(MB),GPU_Power(W),Network_Usage(Bytes),Epoch_Training_Time(s)
1,0.0,30.1,0.0,21324.0,131.105,207175568,72.48428273200989
2,0.0,29.8,0.0,21324.0,136.061,207234158,14.577227354049683
3,0.0,29.7,0.0,21324.0,136.728,207298130,14.783767938613892
4,0.0,29.7,0.0,21324.0,134.989,207362784,14.700009107589722
5,0.1,29.7,0.0,21324.0,137.14499999999998,207425462,14.713009595870972
6,0.0,29.8,0.0,21324.0,136.051,207491861,14.646187543869019
7,0.2,29.8,0.0,21324.0,138.097,207555537,14.76028060913086
8,0.1,29.8,0.0,21324.0,140.185,207614589,14.595469236373901
9,0.0,29.5,0.0,21324.0,137.64499999999998,207673637,14.529108762741089
10,0.0,29.5,0.0,21324.0,138.595,207732474,14.402693510055542
11,0.0,29.6,0.0,21324.0,137.55599999999998,207792391,14.618258237838745
12,0.0,29.6,0.0,21324.0,140.365,207851931,14.470587491989136
13,0.0,29.6,0.0,21324.0,139.599,207911021,14.599256038665771
14,0.0,29.7,0.0,21324.0,136.959,207969671,14.737794637680054
15,0.0,29.7,0.0,21324.0,142.145,208028085,14.727339744567871
16,0.0,29.7,0.0,21324.0,139.62199999999999,208086983,14.73632550239563
17,0.0,29.7,0.0,21324.0,137.74200000000002,208146748,14.919300556182861
18,0.0,29.8,0.0,21324.0,138.454,208205774,14.839051008224487
19,0.0,29.8,0.0,21324.0,140.329,208264521,14.711108684539795
20,0.1,29.8,0.0,21324.0,138.172,208323623,14.681296348571777
21,0.0,29.8,0.0,21324.0,137.434,208383057,14.871203899383545
22,0.0,29.5,0.0,21324.0,139.38799999999998,208441551,14.53761911392212
23,0.1,29.6,0.0,21324.0,140.152,208500289,14.653673887252808
24,0.0,29.7,0.0,21324.0,140.608,208559648,14.847585678100586
25,0.0,29.7,0.0,21324.0,138.545,208633608,14.669047594070435
26,0.0,29.7,0.0,21324.0,141.826,208695346,14.602818012237549
27,0.0,29.8,0.0,21324.0,138.79,208754000,14.556417226791382
28,0.0,29.8,0.0,21324.0,139.293,208814191,14.617845058441162
29,0.0,29.8,0.0,21324.0,140.101,208873389,14.651573181152344
30,0.0,29.8,0.0,21324.0,136.554,208931895,14.729931592941284
