Epoch,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Used(MB),GPU_Power(W),Network_Usage(Bytes),Epoch_Training_Time(s)
1,0.0,66.1,0.0,21278.0,109.738,10139551,81.99463367462158
2,0.0,66.0,0.0,21278.0,129.584,10261777,25.25814199447632
3,0.0,66.1,0.0,21278.0,115.174,10388089,25.309566974639893
4,0.0,66.2,0.0,21278.0,131.065,10510528,25.19222354888916
5,0.0,66.4,0.0,21278.0,131.677,10632506,25.102850914001465
6,0.2,66.5,0.0,21278.0,131.75799999999998,10754615,25.558332204818726
7,0.0,66.6,0.0,21278.0,116.37299999999999,10877990,25.536166429519653
8,0.0,66.7,0.0,21278.0,131.833,10999564,25.226982831954956
9,0.0,66.8,0.0,21278.0,132.455,11125322,25.38622808456421
10,0.0,66.1,0.0,21278.0,114.551,11246562,25.70852756500244
11,0.0,66.6,0.0,21278.0,132.054,11371376,26.000959634780884
12,0.0,66.7,0.0,21278.0,132.577,11494176,25.23530864715576
13,0.0,66.7,0.0,21278.0,132.781,11616604,25.294435024261475
14,0.2,66.8,0.0,21278.0,132.808,11737990,24.97328782081604
15,0.0,67.0,0.0,21278.0,132.346,11864564,25.252225160598755
16,0.0,67.0,0.0,21278.0,132.501,11990648,25.08130168914795
17,0.0,67.2,0.0,21278.0,132.91899999999998,12110980,25.061107873916626
18,0.0,67.2,0.0,21278.0,132.281,12232314,25.738989114761353
19,0.2,67.4,0.0,21278.0,133.487,12354791,25.092785835266113
20,0.0,67.5,0.0,21278.0,133.074,12486376,25.20807981491089
